perc	T_bogrács_1	U (microV)_1	T_bogrács_2	U (microV)_2...
1	66	100	122	150	166	200	210	250	210	250	256	300	354	590	400	970	445	1030	497	1630
2	63	70	120	100	160	160	209	250	209	250	250	410	354	850	400	1140	444	1450	500	2010
3	61	40	117	75	159	130	200	250	200	250	247	500	354	840	401	1230	446	1530	501	2100
4	59	25	116	60	150	120	200	250	200	250	251	500	354	940	400	1260	445	1630	502	2200
5	58	10	112	50	151	110	202	260	202	260	249	560	355	940	401	1310	446	1660	502	2340
