n   AVG
0	47
1	59.3333333333
2	75
3	90.3333333333
4	103.3333333333
5	111.3333333333
6	117.6666666667
7	124.6666666667
8	132
9	137.6666666667
10	143.3333333333
11	148
12	153.6666666667
13	158
14	161.6666666667
15	165
16	168
17	171
18	174
19	176.6666666667
20	175.5
25	182.5
