750.00,  0.1061
748.00,  0.1069
746.00,  0.1101
744.00,  0.1157
742.00,  0.1212
740.00,  0.1258
738.00,  0.1306
736.00,  0.1357
734.00,  0.1411
732.00,  0.1467
730.00,  0.1524
728.00,  0.1584
726.00,  0.1645
724.00,  0.1706
722.00,  0.1767
720.00,  0.1832
718.00,  0.1903
716.00,  0.1974
714.00,  0.2046
712.00,  0.2119
710.00,  0.2193
708.00,  0.2271
706.00,  0.2350
704.00,  0.2432
702.00,  0.2515
700.00,  0.2599
698.00,  0.2691
696.00,  0.2781
694.00,  0.2872
692.00,  0.2968
690.00,  0.3064
688.00,  0.3166
686.00,  0.3269
684.00,  0.3373
682.00,  0.3480
680.00,  0.3589
678.00,  0.3700
676.00,  0.3815
674.00,  0.3935
672.00,  0.4060
670.00,  0.4185
668.00,  0.4314
666.00,  0.4446
664.00,  0.4578
662.00,  0.4715
660.00,  0.4851
658.00,  0.4988
656.00,  0.5128
654.00,  0.5271
652.00,  0.5420
650.00,  0.5572
648.00,  0.5722
646.00,  0.5876
644.00,  0.6032
642.00,  0.6186
640.00,  0.6343
638.00,  0.6505
636.00,  0.6671
634.00,  0.6838
632.00,  0.7009
630.00,  0.7184
628.00,  0.7358
626.00,  0.7534
624.00,  0.7710
622.00,  0.7886
620.00,  0.8066
618.00,  0.8248
616.00,  0.8430
614.00,  0.8609
612.00,  0.8786
610.00,  0.8970
608.00,  0.9152
606.00,  0.9333
604.00,  0.9518
602.00,  0.9698
600.00,  0.9877
598.00,  1.0059
596.00,  1.0241
594.00,  1.0425
592.00,  1.0606
590.00,  1.0786
588.00,  1.0968
586.00,  1.1147
584.00,  1.1317
582.00,  1.1483
580.00,  1.1643
578.00,  1.1809
576.00,  1.1975
574.00,  1.2128
572.00,  1.2279
570.00,  1.2432
568.00,  1.2581
566.00,  1.2720
564.00,  1.2859
562.00,  1.2992
560.00,  1.3123
558.00,  1.3243
556.00,  1.3358
554.00,  1.3466
552.00,  1.3565
550.00,  1.3662
548.00,  1.3752
546.00,  1.3841
544.00,  1.3919
542.00,  1.3984
540.00,  1.4040
538.00,  1.4085
536.00,  1.4128
534.00,  1.4169
532.00,  1.4201
530.00,  1.4213
528.00,  1.4212
526.00,  1.4219
524.00,  1.4218
522.00,  1.4197
520.00,  1.4166
518.00,  1.4124
516.00,  1.4080
514.00,  1.4023
512.00,  1.3952
510.00,  1.3874
508.00,  1.3786
506.00,  1.3687
504.00,  1.3581
502.00,  1.3469
500.00,  1.3344
498.00,  1.3206
496.00,  1.3062
494.00,  1.2906
492.00,  1.2740
490.00,  1.2577
488.00,  1.2399
486.00,  1.2211
484.00,  1.2028
482.00,  1.1837
480.00,  1.1629
478.00,  1.1416
476.00,  1.1199
474.00,  1.0974
472.00,  1.0742
470.00,  1.0508
468.00,  1.0268
466.00,  1.0016
464.00,  0.9765
462.00,  0.9523
460.00,  0.9273
458.00,  0.9025
456.00,  0.8776
454.00,  0.8522
452.00,  0.8270
450.00,  0.8014
448.00,  0.7760
446.00,  0.7508
444.00,  0.7258
442.00,  0.7014
440.00,  0.6771
438.00,  0.6537
436.00,  0.6309
434.00,  0.6084
432.00,  0.5872
430.00,  0.5665
428.00,  0.5459
426.00,  0.5264
424.00,  0.4969
422.00,  0.4772
420.00,  0.4719
418.00,  0.4594
416.00,  0.4462
414.00,  0.4333
412.00,  0.4220
410.00,  0.4131
408.00,  0.4050
406.00,  0.3986
404.00,  0.3942
402.00,  0.3911
400.00,  0.3899
398.00,  0.3905
396.00,  0.3928
394.00,  0.3979
392.00,  0.4044
390.00,  0.4122
388.00,  0.4223
386.00,  0.4344
384.00,  0.4481
382.00,  0.4631
380.00,  0.4805
378.00,  0.4999
376.00,  0.5200
374.00,  0.5416
372.00,  0.5651
370.00,  0.5094
